,Sentiment_score,Emotion,Episode,Season
monica,0.0407,Surprise,Episode-09-The One With All The Candy,Season-07
monica,0.3818,Fear,Episode-10-The One With the Holiday Armadillo,Season-07
monica,0.8891,Surprise,Episode-11-The One With All The Cheesecakes,Season-07
monica,0.7906,Surprise,Episode-12-The One Where They’re Up All Night,Season-07
monica,0.5423,Surprise,Episode-13-The One Where Rosita Dies,Season-07
monica,0.9553,Fear,Episode-14-The One Where They All Turn Thirty,Season-07
monica,0.895,Surprise,Episode-15-The One With Joey’s New Brain,Season-07
monica,-0.4588,Surprise,Episode-16-The One With The Truth About London,Season-07
monica,0.83,Fear,Episode-17-The One With The Cheap Wedding Dress,Season-07
monica,0.959,Surprise,Episode-18-The One With Joey’s Award,Season-07
monica,0.9288,Surprise,Episode-19-The One With Ross and Monica’s Cousin,Season-07
monica,0.8069,Fear,Episode-20-The One With Rachel’s Big Kiss,Season-07
monica,0.9465,Surprise,Episode-21-The One With The Vows,Season-07
monica,0.5994,Fear,Episode-22-The One With Chandler’s Dad,Season-07
monica,0.9723,Surprise,Episode-23-07x24 - The One With Chandler and Monica’s Wedding,Season-07
monica,0.9698,Fear,Episode-01-The One After I Do,Season-08
monica,0.8731,Fear,Episode-02-The One With The Red Sweater,Season-08
monica,0.8402,Surprise,Episode-03-The One Where Rachel Tells…,Season-08
monica,0.9607,Fear,Episode-04-The One With The Videotape,Season-08
monica,-0.6124,Surprise,Episode-05-The One With Rachel’s Date,Season-08
monica,0.9685,Surprise,Episode-06-The One With The Halloween Party,Season-08
monica,0.4767,Surprise,Episode-07-The One With The Stain,Season-08
monica,-0.1531,Fear,Episode-08-The One With The Stripper,Season-08
monica,0.9913,Fear,Episode-09-The One With The Rumor,Season-08
monica,0.8891,Surprise,Episode-10-The One With Monica’s Boots,Season-08
monica,-0.1027,Surprise,Episode-11-The One With Ross’ Big Step Forward,Season-08
monica,-0.5267,Fear,Episode-12-The One Where Joey Dates Rachel,Season-08
monica,0.8876,Surprise,Episode-13-The One Where Chandler Takes a Bath,Season-08
monica,0.0516,Fear,Episode-14-The One With The Secret Closet,Season-08
monica,0.9254,Surprise,Episode-15-The One With The Birthing Video,Season-08
monica,0.9169,Surprise,Episode-16-The One Where Joey Tells Rachel,Season-08
monica,0.4397,Surprise,Episode-17-The One With The Tea Leaves,Season-08
monica,0.5423,Surprise,Episode-18-The One In Massapequa,Season-08
monica,0.7506,Surprise,Episode-19-The One With Joey’s Interview,Season-08
monica,0.6705,Sad,Episode-20-The One With The Baby Shower,Season-08
monica,-0.9404,Sad,Episode-21-The One With The Cooking Class,Season-08
monica,0.8991,Surprise,Episode-22-The One Where Rachel Is Late,Season-08
monica,0.923,Surprise,Episode-23-08x24 - The One Where Rachel Has A Baby,Season-08
monica,0.3818,Surprise,Episode-01-The One Where No One Proposes,Season-09
monica,0.4943,Surprise,Episode-02-The One Where Emma Cries,Season-09
monica,0.9396,Surprise,Episode-03-The One With The Pediatrician,Season-09
monica,0.5708,Surprise,Episode-04-The One With The Sharks,Season-09
monica,0.8492,Sad,Episode-05-The One With Phoebe's Birthday Dinner,Season-09
monica,0.975,Surprise,Episode-06-The One With The Male Nanny (200th episode),Season-09
monica,-0.6808,Fear,Episode-07-The One With Ross's Inappropriate Song,Season-09
monica,0.9618,Surprise,Episode-08-The One With Rachel's Other Sister,Season-09
monica,0.8356,Surprise,Episode-09-The One With Rachel’s Phone Number,Season-09
monica,0.9025,Surprise,Episode-10-The One With Christmas In Tulsa,Season-09
monica,0.8912,Sad,Episode-11-The One Where Rachel Goes Back To Work,Season-09
monica,0.9565,Happy,Episode-12-The One With Phoebe's Rats,Season-09
monica,0.9197,Surprise,Episode-13-The One Where Monica Sings,Season-09
monica,-0.0772,Surprise,Episode-14-The One With the Blind Dates,Season-09
monica,0.0665,Surprise,Episode-15-The One With The Mugging,Season-09
monica,0.576,Fear,Episode-16-The One With The Boob Job,Season-09
monica,0.1477,Fear,Episode-17-The One With The Memorial Service,Season-09
monica,0.9652,Surprise,Episode-18-The One With The Lottery,Season-09
monica,0.6786,Surprise,Episode-19-The One With Rachel's Dream,Season-09
monica,-0.7003,Surprise,Episode-20-The One With The Soap Opera Party,Season-09
monica,0.9712,Surprise,Episode-21- The One With The Fertility Test,Season-09
monica,0.9749,Surprise,Episode-22-The One With The Donor,Season-09
monica,0.7078,Surprise,Episode-23-09x24 - The One In Barbados,Season-09
monica,0.7579,Surprise,Episode-01-The One After Joey And Rachel Kiss,Season-10
monica,0.9694,Surprise,Episode-02-The One Where Ross Is Fine,Season-10
monica,-0.8658,Surprise,Episode-03-The One With Ross' Tan,Season-10
monica,0.7517,Fear,Episode-04-The One With The Cake,Season-10
monica,0.8885,Surprise,Episode-05-The One Where Rachel's Sister Baby-sits,Season-10
monica,-0.926,Surprise,Episode-06-The One With Ross' Grant,Season-10
monica,0.6629,Fear,Episode-07-The One With The Home Study,Season-10
monica,0.8235,Sad,Episode-08-The One With The Late Thanksgiving,Season-10
monica,0.98,Surprise,Episode-09-The One With The Birth Mother,Season-10
monica,0.9811,Surprise,Episode-10-The One Where Chandler Gets Caught,Season-10
monica,-0.7674,Surprise,Episode-11-The One Where The Stripper Cries,Season-10
monica,0.6051,Surprise,Episode-12-The One With Phoebe's Wedding,Season-10
monica,0.9001,Surprise,Episode-13-The One Where Joey Speaks French,Season-10
monica,0.9571,Sad,Episode-14-The One With Princess Consuela,Season-10
monica,0.0397,Surprise,Episode-15-The One Where Estelle Dies,Season-10
chandler,0.4588,Fear,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01
chandler,-0.6124,Fear,Episode-02-The One With the Sonogram at the End,Season-01
chandler,0.6124,Surprise,Episode-03-The One With the Thumb,Season-01
chandler,0.8074,Surprise,Episode-04-The One With George Stephanopoulos,Season-01
chandler,0.9022,Surprise,Episode-05-The One With the East German Laundry Detergent,Season-01
chandler,0.9856,Surprise,Episode-06-The One With the Butt,Season-01
chandler,0.891,Fear,Episode-07-The One With the Blackout,Season-01
chandler,0.9648,Surprise,Episode-08-The One Where Nana Dies Twice,Season-01
chandler,0.9784,Surprise,Episode-09-The One where Underdog Gets Away,Season-01
chandler,-0.5221,Surprise,Episode-10-The One With the Monkey,Season-01
chandler,-0.804,Surprise,Episode-11-The One With Mrs. Bing,Season-01
chandler,-0.7408,Surprise,Episode-12-The One With the Dozen Lasagnas,Season-01
chandler,0.3353,Surprise,Episode-13-The One With the Boobies,Season-01
chandler,0.6637,Sad,Episode-14-The One With the Candy Hearts,Season-01
chandler,0.9668,Sad,Episode-15-The One With the Stoned Guy,Season-01
chandler,0.8754,Fear,"Episode-16-The One With Two Parts, Part 1",Season-01
chandler,0.8481,Surprise,"Episode-17-The One With Two Parts, Part 2",Season-01
chandler,0.695,Fear,Episode-18-The One With All The Poker,Season-01
chandler,0.2732,Surprise,Episode-19-The One Where the Monkey Gets Away,Season-01
chandler,0.927,Surprise,Episode-20-The One With the Evil Orthodontist,Season-01
chandler,0.0,Sad,Episode-21-The One With The Fake Monica,Season-01
chandler,0.9118,Fear,Episode-22-The One With the Ick Factor,Season-01
chandler,0.7717,Surprise,Episode-23-The One With the Birth,Season-01
chandler,-0.5574,Fear,Episode-24-The One Where Rachel Finds Out,Season-01
chandler,0.8316,Surprise,Episode-01-The One With Ross' New Girlfriend,Season-02
chandler,0.7783,Fear,Episode-02-The One With the Breast Milk,Season-02
chandler,0.9843,Fear,Episode-03-The One Where Mr. Heckles Dies,Season-02
chandler,0.5859,Surprise,Episode-04-The One With Phoebe's Husband,Season-02
chandler,0.7872,Surprise,Episode-05-The One With Five Steaks and an Eggplant,Season-02
chandler,0.9118,Sad,Episode-06-The One With the Baby on the Bus,Season-02
chandler,-0.2849,Sad,Episode-07-The One Where Ross Finds Out,Season-02
chandler,0.8225,Sad,Episode-08-The One With the List,Season-02
chandler,0.8119,Surprise,Episode-09-The One With Phoebe's Dad,Season-02
chandler,0.8326,Surprise,Episode-10-The One With Russ,Season-02
chandler,0.91,Fear,Episode-11-The One With the Lesbian Wedding,Season-02
chandler,0.9612,Surprise,Episode-12-02x13 - The One After the Superbowl,Season-02
chandler,0.9105,Surprise,Episode-14-The One With the Prom Video,Season-02
chandler,0.3182,Fear,Episode-15-The One Where Rachel and Ross... You Know,Season-02
chandler,0.6486,Sad,Episode-16-The One Where Joey Moves Out,Season-02
chandler,0.9601,Surprise,Episode-17-The One Where Eddie Moves In,Season-02
chandler,0.334,Surprise,Episode-18-The One Where Dr. Remore Dies,Season-02
chandler,-0.0296,Surprise,Episode-19-The One Where Eddie Won't Go,Season-02
chandler,0.5256,Surprise,Episode-20-The One Where Old Yeller Dies,Season-02
chandler,0.8335,Surprise,Episode-21-The One With the Two Bullies,Season-02
chandler,0.6908,Surprise,Episode-22-The One With the Two Parties,Season-02
chandler,0.4522,Surprise,Episode-23-The One With the Chicken Pox,Season-02
chandler,-0.5908,Surprise,Episode-24-The One With Barry and Mindy's Wedding,Season-02
chandler,-0.0258,Surprise,Episode-01-The One With the Princess Leia Fantasy,Season-03
chandler,-0.9467,Fear,Episode-02-The One Where No-one's Ready,Season-03
chandler,0.6486,Fear,Episode-03-The One With the Jam,Season-03
chandler,0.3462,Sad,Episode-04-The One with the Metaphorical Tunnel,Season-03
chandler,0.9413,Fear,Episode-05-The One With Frank Jr.,Season-03
chandler,0.9746,Surprise,Episode-06-The One With The Flashback,Season-03
chandler,0.5849,Surprise,Episode-07-The One With the Race Car Bed,Season-03
chandler,-0.296,Surprise,Episode-08-The One With The Giant Poking Device,Season-03
chandler,0.93,Surprise,Episode-09-The One With The Football,Season-03
chandler,-0.7548,Fear,Episode-10-The One Where Rachel Quits,Season-03
chandler,0.9465,Surprise,Episode-11-The One Where Chandler Can’t Remember Which Sister,Season-03
chandler,0.4939,Fear,Episode-12-The One With All The Jealousy,Season-03
chandler,0.7003,Surprise,Episode-13-The One Where Monica and Richard Are Friends,Season-03
chandler,0.9788,Surprise,Episode-14-The One With Phoebe’s Ex-Partner,Season-03
chandler,0.6908,Fear,Episode-15-The One Where Ross and Rachel Take A Break,Season-03
chandler,0.471,Surprise,Episode-16-The One The Morning After,Season-03
chandler,-0.5867,Surprise,Episode-17-The One Without The Ski Trip,Season-03
chandler,0.7429,Surprise,Episode-18-The One With The Hypnosis Tape,Season-03
chandler,0.7759,Surprise,Episode-19-The One With The Tiny T-shirt,Season-03
chandler,0.9642,Surprise,Episode-20-The One With The Dollhouse,Season-03
chandler,0.802,Surprise,Episode-21-The One With A Chick And A Duck,Season-03
chandler,0.25,Surprise,Episode-22-The One With The Screamer,Season-03
chandler,0.9067,Surprise,Episode-23-The One With Ross's Thing,Season-03
chandler,0.4703,Fear,Episode-24-The One With The Ultimate Fighting Champion,Season-03
chandler,-0.8009,Surprise,Episode-25-The One At The Beach,Season-03
chandler,0.766,Surprise,Episode-01-The One With The Jellyfish,Season-04
chandler,0.4404,Surprise,Episode-02-The One With The Cat,Season-04
chandler,0.9728,Surprise,Episode-03-The One With The ‘Cuffs,Season-04
chandler,0.7096,Sad,Episode-04-The One With The Ballroom Dancing,Season-04
chandler,0.8498,Surprise,Episode-05-The One With Joey's New Girlfriend,Season-04
chandler,0.9871,Fear,Episode-06-The One With The Dirty Girl,Season-04
chandler,-0.8762,Surprise,Episode-07-The One Where Chandler Crosses a Line,Season-04
chandler,-0.5845,Sad,Episode-08-The One With Chandler in a Box,Season-04
chandler,0.6436,Surprise,Episode-09-The One Where They’re Gonna PARTY!,Season-04
chandler,0.9502,Surprise,Episode-10-The One With The Girl From Poughkeepsie,Season-04
chandler,0.891,Sad,Episode-11-The One With Phoebe's Uterus,Season-04
chandler,0.0258,Fear,Episode-12-The One With The Embryos,Season-04
chandler,0.296,Fear,Episode-13-The One With Rachel’s Crush,Season-04
chandler,-0.4588,Fear,Episode-14-The One With Joey’s Dirty Day,Season-04
chandler,0.1263,Surprise,Episode-15-The One With All The Rugby,Season-04
chandler,-0.1779,Surprise,Episode-16-The One With The Fake Party,Season-04
chandler,0.9871,Surprise,Episode-17-The One With The Free p0rn,Season-04
chandler,0.6557,Surprise,Episode-18-The One With Rachel’s New Dress,Season-04
chandler,0.9746,Fear,Episode-19-The One With All The Haste,Season-04
chandler,0.9285,Surprise,Episode-20-The One With All the Wedding Dresses,Season-04
chandler,0.8658,Fear,Episode-21-The One With The Invitation,Season-04
chandler,0.9658,Surprise,Episode-22-The One With The Worst Best Man Ever,Season-04
chandler,-0.5356,Fear,Episode-23-04x24 - The One With Ross’s Wedding Parts I and II,Season-04
chandler,-0.3818,Sad,Episode-01-The One After Ross Says Rachel,Season-05
chandler,0.8932,Fear,Episode-02-The One With All The Kissing,Season-05
chandler,0.8542,Surprise,Episode-03-The One Hundredth,Season-05
chandler,0.9887,Surprise,Episode-04-The One Where Phoebe Hates PBS,Season-05
chandler,0.3774,Surprise,Episode-05-The One With All the Kips,Season-05
chandler,0.4854,Surprise,Episode-06-The One With The Yeti,Season-05
chandler,0.4927,Sad,Episode-07-The One Where Ross Moves In,Season-05
chandler,-0.4186,Sad,Episode-08-The One With The Thanksgiving Flashbacks,Season-05
chandler,0.5106,Surprise,Episode-09-The One With Ross's Sandwich,Season-05
chandler,0.6948,Sad,Episode-10-The One With The Inappropriate Sister,Season-05
chandler,0.9081,Fear,Episode-11-The One With All The Resolutions,Season-05
chandler,0.7322,Sad,Episode-12-The One With Chandler's Work Laugh,Season-05
chandler,0.6712,Surprise,Episode-13-The One With Joey's Bag,Season-05
chandler,0.8206,Surprise,Episode-14-The One Where Everyone Finds Out,Season-05
chandler,0.9786,Surprise,Episode-15-The One With The Girl Who Hits Joey,Season-05
chandler,0.2023,Surprise,Episode-16-The One With A Cop,Season-05
chandler,0.9729,Surprise,Episode-17-The One With Rachel's Inappropriate Kiss,Season-05
chandler,0.9819,Sad,Episode-18-The One Where Rachel Smokes,Season-05
chandler,0.9874,Surprise,Episode-19-The One Where Ross Can't Flirt,Season-05
chandler,0.1027,Fear,Episode-20-The One With The Ride Along,Season-05
chandler,0.4705,Fear,Episode-21-The One With The Ball,Season-05
chandler,0.6908,Fear,Episode-22-The One With Joey's Big Break,Season-05
chandler,0.8807,Sad,Episode-23-05x24 - The One In Vegas,Season-05
chandler,0.9639,Fear,Episode-01-The One After Vegas,Season-06
chandler,0.3182,Surprise,Episode-02-The One Where Ross Hugs Rachel,Season-06
chandler,0.9716,Fear,Episode-03-The One With Ross’s Denial,Season-06
chandler,0.5279,Fear,Episode-04-The One Where Joey Loses His Insurance,Season-06
chandler,0.9501,Fear,Episode-05-The One With Joey’s Porsche,Season-06
chandler,0.8976,Fear,Episode-06-The One The Last Night,Season-06
chandler,0.9716,Fear,Episode-07-The One Where Phoebe Runs,Season-06
chandler,0.4062,Surprise,Episode-08-The One With Ross’s Teeth,Season-06
chandler,0.9904,Sad,Episode-09-The One Where Ross Got High,Season-06
chandler,0.9549,Sad,Episode-10-The One With The Routinue,Season-06
chandler,0.9041,Surprise,Episode-11-The One With The Apothecary Table,Season-06
chandler,0.9684,Surprise,Episode-12-The One With The Joke,Season-06
chandler,0.9584,Surprise,Episode-13-The One With Rachel’s Sister,Season-06
chandler,-0.1815,Fear,Episode-14-The One Where Chandler Can’t Cry,Season-06
chandler,0.9505,Surprise,Episode-15-06x16 - The One That Could Have Been,Season-06
chandler,-0.5106,Surprise,Episode-17-The One With The Unagi,Season-06
chandler,0.9754,Fear,Episode-18-The One Where Ross Dates A Student,Season-06
chandler,0.9935,Surprise,Episode-19-The One With Joey’s Fridge,Season-06
chandler,0.9908,Fear,Episode-20-The One With Mac and C.H.E.E.S.E.,Season-06
chandler,0.9253,Surprise,Episode-21-The One Where Ross Meets Elizabeth’s Dad,Season-06
chandler,0.8658,Fear,Episode-22-The One Where Paul’s The Man,Season-06
chandler,0.9829,Fear,Episode-23-The One With The Ring,Season-06
chandler,0.9937,Surprise,Episode-24-06x25 - The One With The Proposal,Season-06
chandler,0.9022,Fear,Episode-01-The One With Monica’s Thunder,Season-07
chandler,0.9638,Fear,Episode-02-The One With Rachel’s Book,Season-07
chandler,0.8771,Fear,Episode-03-The One With Phoebe’s Cookies,Season-07
chandler,-0.6963,Sad,Episode-04-The One With Rachel’s Assistant,Season-07
chandler,0.9042,Fear,Episode-05-The One With The Engagement Picture,Season-07
chandler,0.7208,Surprise,Episode-06-The One With The Nap Partners,Season-07
chandler,0.9423,Surprise,Episode-07-The One With Ross’s Book,Season-07
chandler,-0.937,Sad,Episode-08-The One Where Chandler Doesn’t Like Dogs,Season-07
chandler,0.975,Fear,Episode-09-The One With All The Candy,Season-07
chandler,0.4295,Fear,Episode-10-The One With the Holiday Armadillo,Season-07
chandler,-0.8744,Fear,Episode-11-The One With All The Cheesecakes,Season-07
chandler,0.7783,Fear,Episode-12-The One Where They’re Up All Night,Season-07
chandler,0.6908,Surprise,Episode-13-The One Where Rosita Dies,Season-07
chandler,0.8487,Fear,Episode-14-The One Where They All Turn Thirty,Season-07
chandler,0.8074,Surprise,Episode-15-The One With Joey’s New Brain,Season-07
chandler,0.9853,Surprise,Episode-16-The One With The Truth About London,Season-07
chandler,0.9716,Fear,Episode-17-The One With The Cheap Wedding Dress,Season-07
chandler,0.6249,Fear,Episode-18-The One With Joey’s Award,Season-07
chandler,0.7783,Surprise,Episode-19-The One With Ross and Monica’s Cousin,Season-07
chandler,0.5106,Fear,Episode-20-The One With Rachel’s Big Kiss,Season-07
chandler,0.9452,Surprise,Episode-21-The One With The Vows,Season-07
chandler,0.868,Fear,Episode-22-The One With Chandler’s Dad,Season-07
chandler,0.9362,Fear,Episode-23-07x24 - The One With Chandler and Monica’s Wedding,Season-07
chandler,0.8012,Fear,Episode-01-The One After I Do,Season-08
chandler,0.836,Fear,Episode-02-The One With The Red Sweater,Season-08
chandler,0.9413,Sad,Episode-03-The One Where Rachel Tells…,Season-08
chandler,0.9698,Fear,Episode-04-The One With The Videotape,Season-08
chandler,0.1779,Surprise,Episode-05-The One With Rachel’s Date,Season-08
chandler,-0.7089,Fear,Episode-06-The One With The Halloween Party,Season-08
chandler,0.5574,Surprise,Episode-07-The One With The Stain,Season-08
chandler,-0.0571,Fear,Episode-08-The One With The Stripper,Season-08
chandler,0.7096,Surprise,Episode-09-The One With The Rumor,Season-08
chandler,-0.8785,Fear,Episode-10-The One With Monica’s Boots,Season-08
chandler,-0.7184,Fear,Episode-11-The One With Ross’ Big Step Forward,Season-08
chandler,-0.25,Fear,Episode-12-The One Where Joey Dates Rachel,Season-08
chandler,0.8765,Fear,Episode-13-The One Where Chandler Takes a Bath,Season-08
chandler,-0.5994,Surprise,Episode-14-The One With The Secret Closet,Season-08
chandler,0.9442,Surprise,Episode-15-The One With The Birthing Video,Season-08
chandler,0.9423,Surprise,Episode-16-The One Where Joey Tells Rachel,Season-08
chandler,0.7269,Surprise,Episode-17-The One With The Tea Leaves,Season-08
chandler,-0.0717,Fear,Episode-18-The One In Massapequa,Season-08
chandler,0.8097,Surprise,Episode-19-The One With Joey’s Interview,Season-08
chandler,0.6486,Sad,Episode-20-The One With The Baby Shower,Season-08
chandler,0.7003,Fear,Episode-21-The One With The Cooking Class,Season-08
chandler,0.9153,Surprise,Episode-22-The One Where Rachel Is Late,Season-08
chandler,0.9849,Surprise,Episode-23-08x24 - The One Where Rachel Has A Baby,Season-08
chandler,-0.296,Surprise,Episode-01-The One Where No One Proposes,Season-09
chandler,0.9768,Surprise,Episode-02-The One Where Emma Cries,Season-09
chandler,0.886,Surprise,Episode-03-The One With The Pediatrician,Season-09
chandler,0.9719,Surprise,Episode-04-The One With The Sharks,Season-09
chandler,0.8834,Fear,Episode-05-The One With Phoebe's Birthday Dinner,Season-09
chandler,0.9315,Surprise,Episode-06-The One With The Male Nanny (200th episode),Season-09
chandler,0.9022,Fear,Episode-07-The One With Ross's Inappropriate Song,Season-09
chandler,0.9423,Fear,Episode-08-The One With Rachel's Other Sister,Season-09
chandler,0.8789,Surprise,Episode-09-The One With Rachel’s Phone Number,Season-09
chandler,0.9005,Surprise,Episode-10-The One With Christmas In Tulsa,Season-09
chandler,0.8856,Sad,Episode-11-The One Where Rachel Goes Back To Work,Season-09
chandler,0.7003,Fear,Episode-12-The One With Phoebe's Rats,Season-09
chandler,0.7956,Surprise,Episode-13-The One Where Monica Sings,Season-09
chandler,0.9493,Surprise,Episode-14-The One With the Blind Dates,Season-09
chandler,0.8694,Surprise,Episode-15-The One With The Mugging,Season-09
chandler,0.8555,Fear,Episode-16-The One With The Boob Job,Season-09
chandler,0.9617,Fear,Episode-17-The One With The Memorial Service,Season-09
chandler,0.8586,Fear,Episode-18-The One With The Lottery,Season-09
chandler,0.5849,Fear,Episode-19-The One With Rachel's Dream,Season-09
chandler,0.8885,Sad,Episode-20-The One With The Soap Opera Party,Season-09
chandler,-0.8136,Surprise,Episode-21- The One With The Fertility Test,Season-09
chandler,0.9794,Fear,Episode-22-The One With The Donor,Season-09
chandler,0.986,Fear,Episode-23-09x24 - The One In Barbados,Season-09
chandler,0.0954,Surprise,Episode-01-The One After Joey And Rachel Kiss,Season-10
chandler,0.9337,Sad,Episode-02-The One Where Ross Is Fine,Season-10
chandler,0.8012,Fear,Episode-03-The One With Ross' Tan,Season-10
chandler,0.5729,Surprise,Episode-04-The One With The Cake,Season-10
chandler,0.9607,Surprise,Episode-05-The One Where Rachel's Sister Baby-sits,Season-10
chandler,-0.9201,Surprise,Episode-06-The One With Ross' Grant,Season-10
chandler,0.7645,Surprise,Episode-07-The One With The Home Study,Season-10
chandler,0.8698,Sad,Episode-08-The One With The Late Thanksgiving,Season-10
chandler,0.9432,Fear,Episode-09-The One With The Birth Mother,Season-10
chandler,0.981,Surprise,Episode-10-The One Where Chandler Gets Caught,Season-10
chandler,0.3102,Surprise,Episode-11-The One Where The Stripper Cries,Season-10
chandler,0.8639,Sad,Episode-12-The One With Phoebe's Wedding,Season-10
chandler,0.8957,Surprise,Episode-13-The One Where Joey Speaks French,Season-10
chandler,0.4666,Surprise,Episode-14-The One With Princess Consuela,Season-10
chandler,0.765,Surprise,Episode-15-The One Where Estelle Dies,Season-10
phoebe,0.6705,Surprise,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01
phoebe,0.7184,Fear,Episode-02-The One With the Sonogram at the End,Season-01
phoebe,0.9617,Fear,Episode-03-The One With the Thumb,Season-01
phoebe,0.669,Surprise,Episode-04-The One With George Stephanopoulos,Season-01
phoebe,0.9723,Surprise,Episode-05-The One With the East German Laundry Detergent,Season-01
phoebe,0.7717,Surprise,Episode-06-The One With the Butt,Season-01
phoebe,-0.9414,Sad,Episode-07-The One With the Blackout,Season-01
phoebe,0.9674,Surprise,Episode-08-The One Where Nana Dies Twice,Season-01
phoebe,0.4754,Sad,Episode-09-The One where Underdog Gets Away,Season-01
phoebe,0.959,Sad,Episode-10-The One With the Monkey,Season-01
phoebe,0.7269,Surprise,Episode-11-The One With Mrs. Bing,Season-01
phoebe,0.9633,Surprise,Episode-12-The One With the Dozen Lasagnas,Season-01
phoebe,0.9763,Surprise,Episode-13-The One With the Boobies,Season-01
phoebe,0.2534,Fear,Episode-14-The One With the Candy Hearts,Season-01
phoebe,0.9774,Surprise,Episode-15-The One With the Stoned Guy,Season-01
phoebe,0.9371,Surprise,"Episode-16-The One With Two Parts, Part 1",Season-01
phoebe,0.128,Surprise,"Episode-17-The One With Two Parts, Part 2",Season-01
phoebe,0.7906,Surprise,Episode-18-The One With All The Poker,Season-01
phoebe,-0.046,Surprise,Episode-19-The One Where the Monkey Gets Away,Season-01
phoebe,0.4404,Surprise,Episode-20-The One With the Evil Orthodontist,Season-01
phoebe,-0.6486,Surprise,Episode-21-The One With The Fake Monica,Season-01
phoebe,0.9611,Fear,Episode-22-The One With the Ick Factor,Season-01
phoebe,0.9255,Sad,Episode-23-The One With the Birth,Season-01
phoebe,0.926,Surprise,Episode-24-The One Where Rachel Finds Out,Season-01
phoebe,0.9774,Fear,Episode-01-The One With Ross' New Girlfriend,Season-02
phoebe,-0.5423,Surprise,Episode-02-The One With the Breast Milk,Season-02
phoebe,0.8887,Sad,Episode-03-The One Where Mr. Heckles Dies,Season-02
phoebe,0.9627,Surprise,Episode-04-The One With Phoebe's Husband,Season-02
phoebe,0.4939,Surprise,Episode-05-The One With Five Steaks and an Eggplant,Season-02
phoebe,0.9062,Sad,Episode-06-The One With the Baby on the Bus,Season-02
phoebe,0.9827,Fear,Episode-07-The One Where Ross Finds Out,Season-02
phoebe,0.7096,Sad,Episode-08-The One With the List,Season-02
phoebe,0.9136,Surprise,Episode-09-The One With Phoebe's Dad,Season-02
phoebe,0.0258,Surprise,Episode-10-The One With Russ,Season-02
phoebe,-0.4047,Fear,Episode-11-The One With the Lesbian Wedding,Season-02
phoebe,-0.0553,Surprise,Episode-12-02x13 - The One After the Superbowl,Season-02
phoebe,0.4404,Fear,Episode-14-The One With the Prom Video,Season-02
phoebe,0.2023,Fear,Episode-15-The One Where Rachel and Ross... You Know,Season-02
phoebe,0.6249,Surprise,Episode-16-The One Where Joey Moves Out,Season-02
phoebe,0.9732,Surprise,Episode-17-The One Where Eddie Moves In,Season-02
phoebe,0.9747,Surprise,Episode-18-The One Where Dr. Remore Dies,Season-02
phoebe,0.4767,Surprise,Episode-19-The One Where Eddie Won't Go,Season-02
phoebe,0.8393,Surprise,Episode-20-The One Where Old Yeller Dies,Season-02
phoebe,0.5839,Surprise,Episode-21-The One With the Two Bullies,Season-02
phoebe,0.9362,Surprise,Episode-22-The One With the Two Parties,Season-02
phoebe,0.9584,Fear,Episode-23-The One With the Chicken Pox,Season-02
phoebe,0.9074,Surprise,Episode-24-The One With Barry and Mindy's Wedding,Season-02
phoebe,0.9824,Fear,Episode-01-The One With the Princess Leia Fantasy,Season-03
phoebe,0.9217,Fear,Episode-02-The One Where No-one's Ready,Season-03
phoebe,0.9805,Surprise,Episode-03-The One With the Jam,Season-03
phoebe,-0.7668,Surprise,Episode-04-The One with the Metaphorical Tunnel,Season-03
phoebe,0.7076,Fear,Episode-05-The One With Frank Jr.,Season-03
phoebe,0.8481,Surprise,Episode-06-The One With The Flashback,Season-03
phoebe,0.7823,Fear,Episode-07-The One With the Race Car Bed,Season-03
phoebe,0.0772,Surprise,Episode-08-The One With The Giant Poking Device,Season-03
phoebe,0.4588,Surprise,Episode-09-The One With The Football,Season-03
phoebe,-0.7664,Surprise,Episode-10-The One Where Rachel Quits,Season-03
phoebe,-0.6705,Surprise,Episode-11-The One Where Chandler Can’t Remember Which Sister,Season-03
phoebe,-0.128,Surprise,Episode-12-The One With All The Jealousy,Season-03
phoebe,0.8678,Surprise,Episode-13-The One Where Monica and Richard Are Friends,Season-03
phoebe,0.6614,Surprise,Episode-14-The One With Phoebe’s Ex-Partner,Season-03
phoebe,0.9571,Sad,Episode-15-The One Where Ross and Rachel Take A Break,Season-03
phoebe,0.4927,Surprise,Episode-16-The One The Morning After,Season-03
phoebe,-0.9484,Surprise,Episode-17-The One Without The Ski Trip,Season-03
phoebe,0.9708,Surprise,Episode-18-The One With The Hypnosis Tape,Season-03
phoebe,-0.1779,Surprise,Episode-19-The One With The Tiny T-shirt,Season-03
phoebe,0.9349,Surprise,Episode-20-The One With The Dollhouse,Season-03
phoebe,0.9186,Sad,Episode-21-The One With A Chick And A Duck,Season-03
phoebe,0.3612,Fear,Episode-22-The One With The Screamer,Season-03
phoebe,0.743,Fear,Episode-23-The One With Ross's Thing,Season-03
phoebe,0.9118,Fear,Episode-24-The One With The Ultimate Fighting Champion,Season-03
phoebe,0.9878,Surprise,Episode-25-The One At The Beach,Season-03
phoebe,0.6124,Surprise,Episode-01-The One With The Jellyfish,Season-04
phoebe,0.9001,Fear,Episode-02-The One With The Cat,Season-04
