,Sentiment_score,Emotion,Episode,Season
phoebe,0.8809,Surprise,Episode-03-The One With The ‘Cuffs,Season-04
phoebe,0.7984,Surprise,Episode-04-The One With The Ballroom Dancing,Season-04
phoebe,0.9866,Surprise,Episode-05-The One With Joey's New Girlfriend,Season-04
phoebe,0.8326,Surprise,Episode-06-The One With The Dirty Girl,Season-04
phoebe,0.9529,Surprise,Episode-07-The One Where Chandler Crosses a Line,Season-04
phoebe,0.4215,Fear,Episode-08-The One With Chandler in a Box,Season-04
phoebe,0.6597,Fear,Episode-09-The One Where They’re Gonna PARTY!,Season-04
phoebe,0.4404,Surprise,Episode-10-The One With The Girl From Poughkeepsie,Season-04
phoebe,0.9593,Fear,Episode-11-The One With Phoebe's Uterus,Season-04
phoebe,0.9308,Surprise,Episode-12-The One With The Embryos,Season-04
phoebe,0.9382,Fear,Episode-13-The One With Rachel’s Crush,Season-04
phoebe,0.9001,Surprise,Episode-14-The One With Joey’s Dirty Day,Season-04
phoebe,-0.6369,Surprise,Episode-15-The One With All The Rugby,Season-04
phoebe,0.34,Fear,Episode-16-The One With The Fake Party,Season-04
phoebe,0.9843,Fear,Episode-17-The One With The Free p0rn,Season-04
phoebe,0.9738,Fear,Episode-18-The One With Rachel’s New Dress,Season-04
phoebe,0.9788,Surprise,Episode-19-The One With All The Haste,Season-04
phoebe,0.8957,Surprise,Episode-20-The One With All the Wedding Dresses,Season-04
phoebe,0.5267,Surprise,Episode-21-The One With The Invitation,Season-04
phoebe,0.9552,Surprise,Episode-22-The One With The Worst Best Man Ever,Season-04
phoebe,0.9888,Surprise,Episode-23-04x24 - The One With Ross’s Wedding Parts I and II,Season-04
phoebe,-0.5574,Surprise,Episode-01-The One After Ross Says Rachel,Season-05
phoebe,0.9062,Surprise,Episode-02-The One With All The Kissing,Season-05
phoebe,0.658,Surprise,Episode-03-The One Hundredth,Season-05
phoebe,0.9258,Fear,Episode-04-The One Where Phoebe Hates PBS,Season-05
phoebe,0.3818,Surprise,Episode-05-The One With All the Kips,Season-05
phoebe,0.9661,Surprise,Episode-06-The One With The Yeti,Season-05
phoebe,0.8834,Surprise,Episode-07-The One Where Ross Moves In,Season-05
phoebe,-0.9476,Fear,Episode-08-The One With The Thanksgiving Flashbacks,Season-05
phoebe,0.8176,Surprise,Episode-09-The One With Ross's Sandwich,Season-05
phoebe,0.2931,Fear,Episode-10-The One With The Inappropriate Sister,Season-05
phoebe,0.6292,Fear,Episode-11-The One With All The Resolutions,Season-05
phoebe,-0.802,Surprise,Episode-12-The One With Chandler's Work Laugh,Season-05
phoebe,-0.8593,Surprise,Episode-13-The One With Joey's Bag,Season-05
phoebe,0.9603,Surprise,Episode-14-The One Where Everyone Finds Out,Season-05
phoebe,0.7931,Surprise,Episode-15-The One With The Girl Who Hits Joey,Season-05
phoebe,0.9287,Fear,Episode-16-The One With A Cop,Season-05
phoebe,0.7554,Surprise,Episode-17-The One With Rachel's Inappropriate Kiss,Season-05
phoebe,0.9201,Surprise,Episode-18-The One Where Rachel Smokes,Season-05
phoebe,0.7506,Fear,Episode-19-The One Where Ross Can't Flirt,Season-05
phoebe,0.7293,Sad,Episode-20-The One With The Ride Along,Season-05
phoebe,0.9919,Sad,Episode-21-The One With The Ball,Season-05
phoebe,0.4705,Fear,Episode-22-The One With Joey's Big Break,Season-05
phoebe,0.3641,Surprise,Episode-23-05x24 - The One In Vegas,Season-05
phoebe,0.743,Fear,Episode-01-The One After Vegas,Season-06
phoebe,0.966,Surprise,Episode-02-The One Where Ross Hugs Rachel,Season-06
phoebe,0.2023,Surprise,Episode-03-The One With Ross’s Denial,Season-06
phoebe,-0.9213,Surprise,Episode-04-The One Where Joey Loses His Insurance,Season-06
phoebe,0.9706,Fear,Episode-05-The One With Joey’s Porsche,Season-06
phoebe,-0.0772,Surprise,Episode-06-The One The Last Night,Season-06
phoebe,-0.2398,Fear,Episode-07-The One Where Phoebe Runs,Season-06
phoebe,0.9552,Surprise,Episode-08-The One With Ross’s Teeth,Season-06
phoebe,0.9337,Sad,Episode-09-The One Where Ross Got High,Season-06
phoebe,0.9584,Surprise,Episode-10-The One With The Routinue,Season-06
phoebe,0.9733,Surprise,Episode-11-The One With The Apothecary Table,Season-06
phoebe,0.9536,Surprise,Episode-12-The One With The Joke,Season-06
phoebe,0.0276,Surprise,Episode-13-The One With Rachel’s Sister,Season-06
phoebe,-0.4019,Surprise,Episode-14-The One Where Chandler Can’t Cry,Season-06
phoebe,-0.6493,Fear,Episode-15-06x16 - The One That Could Have Been,Season-06
phoebe,0.3848,Surprise,Episode-17-The One With The Unagi,Season-06
phoebe,-0.7184,Surprise,Episode-18-The One Where Ross Dates A Student,Season-06
phoebe,0.9808,Fear,Episode-19-The One With Joey’s Fridge,Season-06
phoebe,0.9451,Happy,Episode-20-The One With Mac and C.H.E.E.S.E.,Season-06
phoebe,0.8934,Surprise,Episode-21-The One Where Ross Meets Elizabeth’s Dad,Season-06
phoebe,0.9136,Fear,Episode-22-The One Where Paul’s The Man,Season-06
phoebe,0.5302,Sad,Episode-23-The One With The Ring,Season-06
phoebe,0.8197,Fear,Episode-24-06x25 - The One With The Proposal,Season-06
phoebe,0.9613,Fear,Episode-01-The One With Monica’s Thunder,Season-07
phoebe,0.5719,Surprise,Episode-02-The One With Rachel’s Book,Season-07
phoebe,0.8625,Fear,Episode-03-The One With Phoebe’s Cookies,Season-07
phoebe,0.4588,Surprise,Episode-04-The One With Rachel’s Assistant,Season-07
phoebe,-0.315,Fear,Episode-05-The One With The Engagement Picture,Season-07
phoebe,0.9712,Surprise,Episode-06-The One With The Nap Partners,Season-07
phoebe,0.765,Surprise,Episode-07-The One With Ross’s Book,Season-07
phoebe,0.4767,Fear,Episode-08-The One Where Chandler Doesn’t Like Dogs,Season-07
phoebe,0.2023,Surprise,Episode-09-The One With All The Candy,Season-07
phoebe,0.9607,Surprise,Episode-10-The One With the Holiday Armadillo,Season-07
phoebe,0.9732,Surprise,Episode-11-The One With All The Cheesecakes,Season-07
phoebe,0.7783,Surprise,Episode-12-The One Where They’re Up All Night,Season-07
phoebe,0.3182,Fear,Episode-13-The One Where Rosita Dies,Season-07
phoebe,0.6369,Surprise,Episode-14-The One Where They All Turn Thirty,Season-07
phoebe,0.9432,Happy,Episode-15-The One With Joey’s New Brain,Season-07
phoebe,0.9245,Surprise,Episode-16-The One With The Truth About London,Season-07
phoebe,0.4019,Surprise,Episode-17-The One With The Cheap Wedding Dress,Season-07
phoebe,0.9297,Surprise,Episode-18-The One With Joey’s Award,Season-07
phoebe,0.8506,Fear,Episode-19-The One With Ross and Monica’s Cousin,Season-07
phoebe,0.765,Surprise,Episode-20-The One With Rachel’s Big Kiss,Season-07
phoebe,0.9559,Surprise,Episode-21-The One With The Vows,Season-07
phoebe,0.93,Surprise,Episode-22-The One With Chandler’s Dad,Season-07
phoebe,-0.4215,Surprise,Episode-23-07x24 - The One With Chandler and Monica’s Wedding,Season-07
phoebe,0.6124,Surprise,Episode-01-The One After I Do,Season-08
phoebe,0.6016,Surprise,Episode-02-The One With The Red Sweater,Season-08
phoebe,0.9493,Surprise,Episode-03-The One Where Rachel Tells…,Season-08
phoebe,0.765,Surprise,Episode-04-The One With The Videotape,Season-08
phoebe,0.9684,Surprise,Episode-05-The One With Rachel’s Date,Season-08
phoebe,0.975,Surprise,Episode-06-The One With The Halloween Party,Season-08
phoebe,0.0,Surprise,Episode-07-The One With The Stain,Season-08
phoebe,-0.7351,Surprise,Episode-08-The One With The Stripper,Season-08
phoebe,0.9352,Surprise,Episode-09-The One With The Rumor,Season-08
phoebe,0.8927,Surprise,Episode-10-The One With Monica’s Boots,Season-08
phoebe,0.8865,Surprise,Episode-11-The One With Ross’ Big Step Forward,Season-08
phoebe,-0.296,Surprise,Episode-12-The One Where Joey Dates Rachel,Season-08
phoebe,-0.7906,Surprise,Episode-13-The One Where Chandler Takes a Bath,Season-08
phoebe,0.91,Sad,Episode-14-The One With The Secret Closet,Season-08
phoebe,0.936,Fear,Episode-15-The One With The Birthing Video,Season-08
phoebe,0.6369,Surprise,Episode-16-The One Where Joey Tells Rachel,Season-08
phoebe,0.8387,Surprise,Episode-17-The One With The Tea Leaves,Season-08
phoebe,0.9915,Surprise,Episode-18-The One In Massapequa,Season-08
phoebe,0.7269,Surprise,Episode-19-The One With Joey’s Interview,Season-08
phoebe,0.9394,Sad,Episode-20-The One With The Baby Shower,Season-08
phoebe,0.9701,Surprise,Episode-21-The One With The Cooking Class,Season-08
phoebe,0.5574,Sad,Episode-22-The One Where Rachel Is Late,Season-08
phoebe,0.9023,Fear,Episode-23-08x24 - The One Where Rachel Has A Baby,Season-08
phoebe,0.8625,Surprise,Episode-01-The One Where No One Proposes,Season-09
phoebe,0.296,Surprise,Episode-02-The One Where Emma Cries,Season-09
phoebe,0.9938,Fear,Episode-03-The One With The Pediatrician,Season-09
phoebe,0.2927,Surprise,Episode-04-The One With The Sharks,Season-09
phoebe,0.8815,Surprise,Episode-05-The One With Phoebe's Birthday Dinner,Season-09
phoebe,0.943,Surprise,Episode-06-The One With The Male Nanny (200th episode),Season-09
phoebe,0.9866,Surprise,Episode-07-The One With Ross's Inappropriate Song,Season-09
phoebe,0.9595,Surprise,Episode-08-The One With Rachel's Other Sister,Season-09
phoebe,-0.0772,Surprise,Episode-09-The One With Rachel’s Phone Number,Season-09
phoebe,0.9118,Surprise,Episode-10-The One With Christmas In Tulsa,Season-09
phoebe,-0.6107,Surprise,Episode-11-The One Where Rachel Goes Back To Work,Season-09
phoebe,0.5994,Surprise,Episode-12-The One With Phoebe's Rats,Season-09
phoebe,0.9626,Happy,Episode-13-The One Where Monica Sings,Season-09
phoebe,0.9762,Surprise,Episode-14-The One With the Blind Dates,Season-09
phoebe,0.9831,Surprise,Episode-15-The One With The Mugging,Season-09
phoebe,0.969,Surprise,Episode-16-The One With The Boob Job,Season-09
phoebe,0.2023,Sad,Episode-17-The One With The Memorial Service,Season-09
phoebe,0.96,Surprise,Episode-18-The One With The Lottery,Season-09
phoebe,0.9638,Surprise,Episode-19-The One With Rachel's Dream,Season-09
phoebe,0.763,Surprise,Episode-20-The One With The Soap Opera Party,Season-09
phoebe,-0.5719,Sad,Episode-21- The One With The Fertility Test,Season-09
phoebe,0.9716,Fear,Episode-22-The One With The Donor,Season-09
phoebe,-0.296,Fear,Episode-23-09x24 - The One In Barbados,Season-09
phoebe,0.9883,Surprise,Episode-01-The One After Joey And Rachel Kiss,Season-10
phoebe,0.8126,Surprise,Episode-02-The One Where Ross Is Fine,Season-10
phoebe,0.9201,Surprise,Episode-03-The One With Ross' Tan,Season-10
phoebe,0.936,Fear,Episode-04-The One With The Cake,Season-10
phoebe,-0.9202,Surprise,Episode-05-The One Where Rachel's Sister Baby-sits,Season-10
phoebe,0.5267,Surprise,Episode-06-The One With Ross' Grant,Season-10
phoebe,0.9828,Surprise,Episode-07-The One With The Home Study,Season-10
phoebe,0.969,Surprise,Episode-08-The One With The Late Thanksgiving,Season-10
phoebe,0.9531,Surprise,Episode-09-The One With The Birth Mother,Season-10
phoebe,-0.7765,Fear,Episode-10-The One Where Chandler Gets Caught,Season-10
phoebe,0.3818,Surprise,Episode-11-The One Where The Stripper Cries,Season-10
phoebe,0.9101,Surprise,Episode-12-The One With Phoebe's Wedding,Season-10
phoebe,-0.5818,Sad,Episode-13-The One Where Joey Speaks French,Season-10
phoebe,0.979,Happy,Episode-14-The One With Princess Consuela,Season-10
phoebe,0.9154,Surprise,Episode-15-The One Where Estelle Dies,Season-10
joey,-0.1531,Sad,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01
joey,-0.7717,Fear,Episode-02-The One With the Sonogram at the End,Season-01
joey,0.7159,Surprise,Episode-03-The One With the Thumb,Season-01
joey,-0.3758,Surprise,Episode-04-The One With George Stephanopoulos,Season-01
joey,0.9931,Surprise,Episode-05-The One With the East German Laundry Detergent,Season-01
joey,0.7717,Surprise,Episode-06-The One With the Butt,Season-01
joey,0.5719,Surprise,Episode-07-The One With the Blackout,Season-01
joey,-0.7351,Surprise,Episode-08-The One Where Nana Dies Twice,Season-01
joey,0.919,Surprise,Episode-09-The One where Underdog Gets Away,Season-01
joey,0.046,Surprise,Episode-10-The One With the Monkey,Season-01
joey,0.7906,Surprise,Episode-11-The One With Mrs. Bing,Season-01
joey,0.7944,Fear,Episode-12-The One With the Dozen Lasagnas,Season-01
joey,0.9119,Fear,Episode-13-The One With the Boobies,Season-01
joey,-0.765,Fear,Episode-14-The One With the Candy Hearts,Season-01
joey,0.7569,Fear,Episode-15-The One With the Stoned Guy,Season-01
joey,0.9246,Sad,"Episode-16-The One With Two Parts, Part 1",Season-01
joey,0.3818,Fear,"Episode-17-The One With Two Parts, Part 2",Season-01
joey,0.7239,Surprise,Episode-18-The One With All The Poker,Season-01
joey,-0.3862,Surprise,Episode-19-The One Where the Monkey Gets Away,Season-01
joey,0.9083,Fear,Episode-20-The One With the Evil Orthodontist,Season-01
joey,0.8271,Surprise,Episode-21-The One With The Fake Monica,Season-01
joey,0.8481,Fear,Episode-22-The One With the Ick Factor,Season-01
joey,0.34,Fear,Episode-23-The One With the Birth,Season-01
joey,0.9618,Surprise,Episode-24-The One Where Rachel Finds Out,Season-01
joey,-0.8271,Surprise,Episode-01-The One With Ross' New Girlfriend,Season-02
joey,0.9338,Surprise,Episode-02-The One With the Breast Milk,Season-02
joey,0.6908,Surprise,Episode-03-The One Where Mr. Heckles Dies,Season-02
joey,0.0772,Surprise,Episode-04-The One With Phoebe's Husband,Season-02
joey,-0.3774,Sad,Episode-05-The One With Five Steaks and an Eggplant,Season-02
joey,0.9171,Fear,Episode-06-The One With the Baby on the Bus,Season-02
joey,0.8885,Surprise,Episode-07-The One Where Ross Finds Out,Season-02
joey,0.5106,Surprise,Episode-08-The One With the List,Season-02
joey,0.9186,Surprise,Episode-09-The One With Phoebe's Dad,Season-02
joey,0.5467,Surprise,Episode-10-The One With Russ,Season-02
joey,-0.9349,Fear,Episode-11-The One With the Lesbian Wedding,Season-02
joey,0.93,Surprise,Episode-12-02x13 - The One After the Superbowl,Season-02
joey,0.7931,Surprise,Episode-14-The One With the Prom Video,Season-02
joey,-0.1531,Surprise,Episode-15-The One Where Rachel and Ross... You Know,Season-02
joey,0.9631,Surprise,Episode-16-The One Where Joey Moves Out,Season-02
joey,0.9618,Surprise,Episode-17-The One Where Eddie Moves In,Season-02
joey,0.9371,Surprise,Episode-18-The One Where Dr. Remore Dies,Season-02
joey,0.473,Surprise,Episode-19-The One Where Eddie Won't Go,Season-02
joey,0.872,Surprise,Episode-20-The One Where Old Yeller Dies,Season-02
joey,0.9167,Surprise,Episode-21-The One With the Two Bullies,Season-02
joey,0.3612,Fear,Episode-22-The One With the Two Parties,Season-02
joey,0.9468,Surprise,Episode-23-The One With the Chicken Pox,Season-02
joey,0.9022,Surprise,Episode-24-The One With Barry and Mindy's Wedding,Season-02
joey,0.4588,Surprise,Episode-01-The One With the Princess Leia Fantasy,Season-03
joey,0.6284,Surprise,Episode-02-The One Where No-one's Ready,Season-03
joey,0.9342,Fear,Episode-03-The One With the Jam,Season-03
joey,0.9598,Surprise,Episode-04-The One with the Metaphorical Tunnel,Season-03
joey,-0.501,Surprise,Episode-05-The One With Frank Jr.,Season-03
joey,0.8694,Fear,Episode-06-The One With The Flashback,Season-03
joey,0.9165,Surprise,Episode-07-The One With the Race Car Bed,Season-03
joey,-0.2023,Surprise,Episode-08-The One With The Giant Poking Device,Season-03
joey,-0.528,Fear,Episode-09-The One With The Football,Season-03
joey,0.8516,Fear,Episode-10-The One Where Rachel Quits,Season-03
joey,0.7003,Surprise,Episode-11-The One Where Chandler Can’t Remember Which Sister,Season-03
joey,-0.128,Surprise,Episode-12-The One With All The Jealousy,Season-03
joey,-0.2648,Surprise,Episode-13-The One Where Monica and Richard Are Friends,Season-03
joey,-0.5849,Surprise,Episode-14-The One With Phoebe’s Ex-Partner,Season-03
joey,0.1494,Fear,Episode-15-The One Where Ross and Rachel Take A Break,Season-03
joey,-0.1391,Fear,Episode-16-The One The Morning After,Season-03
joey,0.8402,Surprise,Episode-17-The One Without The Ski Trip,Season-03
joey,0.4215,Surprise,Episode-18-The One With The Hypnosis Tape,Season-03
joey,0.967,Surprise,Episode-19-The One With The Tiny T-shirt,Season-03
joey,0.9698,Surprise,Episode-20-The One With The Dollhouse,Season-03
joey,0.9313,Surprise,Episode-21-The One With A Chick And A Duck,Season-03
joey,0.9858,Surprise,Episode-22-The One With The Screamer,Season-03
joey,0.2006,Surprise,Episode-23-The One With Ross's Thing,Season-03
joey,-0.8402,Fear,Episode-24-The One With The Ultimate Fighting Champion,Season-03
joey,0.5574,Fear,Episode-25-The One At The Beach,Season-03
joey,-0.5105,Surprise,Episode-01-The One With The Jellyfish,Season-04
joey,0.872,Surprise,Episode-02-The One With The Cat,Season-04
joey,0.2263,Surprise,Episode-03-The One With The ‘Cuffs,Season-04
joey,0.9811,Sad,Episode-04-The One With The Ballroom Dancing,Season-04
joey,0.7351,Surprise,Episode-05-The One With Joey's New Girlfriend,Season-04
joey,-0.4215,Fear,Episode-06-The One With The Dirty Girl,Season-04
joey,0.9299,Surprise,Episode-07-The One Where Chandler Crosses a Line,Season-04
joey,0.875,Surprise,Episode-08-The One With Chandler in a Box,Season-04
joey,-0.6041,Fear,Episode-09-The One Where They’re Gonna PARTY!,Season-04
joey,0.6808,Surprise,Episode-10-The One With The Girl From Poughkeepsie,Season-04
joey,0.128,Fear,Episode-11-The One With Phoebe's Uterus,Season-04
joey,-0.5859,Fear,Episode-12-The One With The Embryos,Season-04
joey,0.7906,Fear,Episode-13-The One With Rachel’s Crush,Season-04
joey,0.4939,Fear,Episode-14-The One With Joey’s Dirty Day,Season-04
joey,0.25,Surprise,Episode-15-The One With All The Rugby,Season-04
joey,0.9299,Surprise,Episode-16-The One With The Fake Party,Season-04
joey,0.7906,Surprise,Episode-17-The One With The Free p0rn,Season-04
joey,-0.1027,Surprise,Episode-18-The One With Rachel’s New Dress,Season-04
joey,0.9747,Surprise,Episode-19-The One With All The Haste,Season-04
joey,-0.4767,Surprise,Episode-20-The One With All the Wedding Dresses,Season-04
joey,0.0516,Surprise,Episode-21-The One With The Invitation,Season-04
joey,0.9911,Surprise,Episode-22-The One With The Worst Best Man Ever,Season-04
joey,0.9512,Surprise,Episode-23-04x24 - The One With Ross’s Wedding Parts I and II,Season-04
joey,0.4404,Surprise,Episode-01-The One After Ross Says Rachel,Season-05
joey,-0.6249,Surprise,Episode-02-The One With All The Kissing,Season-05
joey,0.9076,Fear,Episode-03-The One Hundredth,Season-05
joey,0.9664,Surprise,Episode-04-The One Where Phoebe Hates PBS,Season-05
joey,0.0516,Surprise,Episode-05-The One With All the Kips,Season-05
joey,0.9287,Sad,Episode-06-The One With The Yeti,Season-05
joey,0.9216,Fear,Episode-07-The One Where Ross Moves In,Season-05
joey,0.9724,Surprise,Episode-08-The One With The Thanksgiving Flashbacks,Season-05
joey,0.6124,Surprise,Episode-09-The One With Ross's Sandwich,Season-05
joey,0.9686,Surprise,Episode-10-The One With The Inappropriate Sister,Season-05
joey,0.9857,Surprise,Episode-11-The One With All The Resolutions,Season-05
joey,0.4404,Sad,Episode-12-The One With Chandler's Work Laugh,Season-05
joey,0.4889,Fear,Episode-13-The One With Joey's Bag,Season-05
joey,-0.0258,Sad,Episode-14-The One Where Everyone Finds Out,Season-05
joey,0.93,Surprise,Episode-15-The One With The Girl Who Hits Joey,Season-05
joey,0.9741,Surprise,Episode-16-The One With A Cop,Season-05
joey,0.8158,Fear,Episode-17-The One With Rachel's Inappropriate Kiss,Season-05
joey,0.9549,Surprise,Episode-18-The One Where Rachel Smokes,Season-05
joey,0.0258,Fear,Episode-19-The One Where Ross Can't Flirt,Season-05
joey,0.847,Surprise,Episode-20-The One With The Ride Along,Season-05
joey,0.8059,Surprise,Episode-21-The One With The Ball,Season-05
joey,-0.8126,Surprise,Episode-22-The One With Joey's Big Break,Season-05
joey,0.879,Fear,Episode-23-05x24 - The One In Vegas,Season-05
joey,0.8271,Fear,Episode-01-The One After Vegas,Season-06
joey,0.2023,Surprise,Episode-02-The One Where Ross Hugs Rachel,Season-06
joey,0.9805,Surprise,Episode-03-The One With Ross’s Denial,Season-06
joey,0.6705,Surprise,Episode-04-The One Where Joey Loses His Insurance,Season-06
joey,0.9514,Fear,Episode-05-The One With Joey’s Porsche,Season-06
joey,0.9638,Surprise,Episode-06-The One The Last Night,Season-06
joey,0.9661,Surprise,Episode-07-The One Where Phoebe Runs,Season-06
joey,0.9705,Surprise,Episode-08-The One With Ross’s Teeth,Season-06
joey,0.836,Sad,Episode-09-The One Where Ross Got High,Season-06
joey,0.9789,Surprise,Episode-10-The One With The Routinue,Season-06
joey,0.8183,Surprise,Episode-11-The One With The Apothecary Table,Season-06
joey,0.9903,Fear,Episode-12-The One With The Joke,Season-06
joey,0.9836,Happy,Episode-13-The One With Rachel’s Sister,Season-06
joey,-0.7712,Surprise,Episode-14-The One Where Chandler Can’t Cry,Season-06
joey,0.9954,Surprise,Episode-15-06x16 - The One That Could Have Been,Season-06
joey,0.2263,Surprise,Episode-17-The One With The Unagi,Season-06
joey,0.9246,Surprise,Episode-18-The One Where Ross Dates A Student,Season-06
joey,0.3818,Surprise,Episode-19-The One With Joey’s Fridge,Season-06
joey,0.7859,Fear,Episode-20-The One With Mac and C.H.E.E.S.E.,Season-06
joey,0.8428,Fear,Episode-21-The One Where Ross Meets Elizabeth’s Dad,Season-06
joey,0.8658,Surprise,Episode-22-The One Where Paul’s The Man,Season-06
joey,0.8481,Surprise,Episode-23-The One With The Ring,Season-06
joey,0.8487,Surprise,Episode-24-06x25 - The One With The Proposal,Season-06
joey,0.7741,Surprise,Episode-01-The One With Monica’s Thunder,Season-07
joey,-0.9004,Sad,Episode-02-The One With Rachel’s Book,Season-07
joey,0.9532,Surprise,Episode-03-The One With Phoebe’s Cookies,Season-07
joey,0.919,Surprise,Episode-04-The One With Rachel’s Assistant,Season-07
joey,0.9698,Surprise,Episode-05-The One With The Engagement Picture,Season-07
joey,0.9733,Surprise,Episode-06-The One With The Nap Partners,Season-07
joey,0.9868,Surprise,Episode-07-The One With Ross’s Book,Season-07
joey,-0.4404,Sad,Episode-08-The One Where Chandler Doesn’t Like Dogs,Season-07
joey,0.3729,Surprise,Episode-09-The One With All The Candy,Season-07
joey,0.0,Surprise,Episode-10-The One With the Holiday Armadillo,Season-07
joey,-0.7717,Surprise,Episode-11-The One With All The Cheesecakes,Season-07
joey,-0.3612,Fear,Episode-12-The One Where They’re Up All Night,Season-07
joey,-0.2023,Surprise,Episode-13-The One Where Rosita Dies,Season-07
joey,0.6087,Surprise,Episode-14-The One Where They All Turn Thirty,Season-07
joey,0.9833,Fear,Episode-15-The One With Joey’s New Brain,Season-07
joey,0.9861,Surprise,Episode-16-The One With The Truth About London,Season-07
joey,0.9634,Surprise,Episode-17-The One With The Cheap Wedding Dress,Season-07
joey,0.9509,Fear,Episode-18-The One With Joey’s Award,Season-07
joey,0.9871,Surprise,Episode-19-The One With Ross and Monica’s Cousin,Season-07
joey,0.9254,Surprise,Episode-20-The One With Rachel’s Big Kiss,Season-07
joey,0.8519,Surprise,Episode-21-The One With The Vows,Season-07
joey,0.9287,Surprise,Episode-22-The One With Chandler’s Dad,Season-07
joey,0.6743,Surprise,Episode-23-07x24 - The One With Chandler and Monica’s Wedding,Season-07
joey,0.9083,Surprise,Episode-01-The One After I Do,Season-08
joey,-0.4019,Surprise,Episode-02-The One With The Red Sweater,Season-08
joey,0.2732,Surprise,Episode-03-The One Where Rachel Tells…,Season-08
joey,0.9898,Fear,Episode-04-The One With The Videotape,Season-08
joey,0.8957,Surprise,Episode-05-The One With Rachel’s Date,Season-08
joey,-0.946,Fear,Episode-06-The One With The Halloween Party,Season-08
joey,0.9393,Surprise,Episode-07-The One With The Stain,Season-08
joey,0.128,Fear,Episode-08-The One With The Stripper,Season-08
joey,0.2732,Fear,Episode-09-The One With The Rumor,Season-08
joey,0.9685,Fear,Episode-10-The One With Monica’s Boots,Season-08
joey,-0.6808,Fear,Episode-11-The One With Ross’ Big Step Forward,Season-08
joey,0.9771,Surprise,Episode-12-The One Where Joey Dates Rachel,Season-08
joey,-0.2516,Fear,Episode-13-The One Where Chandler Takes a Bath,Season-08
joey,0.976,Surprise,Episode-14-The One With The Secret Closet,Season-08
joey,0.9729,Surprise,Episode-15-The One With The Birthing Video,Season-08
joey,0.9538,Surprise,Episode-16-The One Where Joey Tells Rachel,Season-08
joey,-0.5267,Surprise,Episode-17-The One With The Tea Leaves,Season-08
joey,-0.0772,Surprise,Episode-18-The One In Massapequa,Season-08
joey,0.9911,Surprise,Episode-19-The One With Joey’s Interview,Season-08
joey,0.9655,Fear,Episode-20-The One With The Baby Shower,Season-08
joey,-0.128,Surprise,Episode-21-The One With The Cooking Class,Season-08
joey,-0.6124,Surprise,Episode-22-The One Where Rachel Is Late,Season-08
joey,0.8402,Fear,Episode-23-08x24 - The One Where Rachel Has A Baby,Season-08
joey,-0.6865,Surprise,Episode-01-The One Where No One Proposes,Season-09
joey,0.4718,Surprise,Episode-02-The One Where Emma Cries,Season-09
joey,0.9538,Surprise,Episode-03-The One With The Pediatrician,Season-09
joey,0.6809,Surprise,Episode-04-The One With The Sharks,Season-09
joey,0.946,Fear,Episode-05-The One With Phoebe's Birthday Dinner,Season-09
joey,0.8242,Surprise,Episode-06-The One With The Male Nanny (200th episode),Season-09
joey,0.8885,Surprise,Episode-07-The One With Ross's Inappropriate Song,Season-09
joey,0.9633,Surprise,Episode-08-The One With Rachel's Other Sister,Season-09
joey,-0.5719,Surprise,Episode-09-The One With Rachel’s Phone Number,Season-09
joey,0.802,Surprise,Episode-10-The One With Christmas In Tulsa,Season-09
joey,0.9607,Sad,Episode-11-The One Where Rachel Goes Back To Work,Season-09
joey,0.9723,Surprise,Episode-12-The One With Phoebe's Rats,Season-09
joey,0.8442,Surprise,Episode-13-The One Where Monica Sings,Season-09
joey,0.9657,Surprise,Episode-14-The One With the Blind Dates,Season-09
joey,0.9899,Surprise,Episode-15-The One With The Mugging,Season-09
joey,-0.891,Fear,Episode-16-The One With The Boob Job,Season-09
joey,0.9434,Surprise,Episode-17-The One With The Memorial Service,Season-09
joey,0.8555,Surprise,Episode-18-The One With The Lottery,Season-09
joey,0.9854,Surprise,Episode-19-The One With Rachel's Dream,Season-09
joey,0.9589,Surprise,Episode-20-The One With The Soap Opera Party,Season-09
joey,0.7867,Surprise,Episode-21- The One With The Fertility Test,Season-09
joey,0.9538,Happy,Episode-22-The One With The Donor,Season-09
joey,0.8787,Surprise,Episode-23-09x24 - The One In Barbados,Season-09
joey,0.9387,Surprise,Episode-01-The One After Joey And Rachel Kiss,Season-10
joey,0.976,Surprise,Episode-02-The One Where Ross Is Fine,Season-10
joey,0.7787,Surprise,Episode-03-The One With Ross' Tan,Season-10
joey,0.9686,Surprise,Episode-04-The One With The Cake,Season-10
joey,0.9929,Surprise,Episode-05-The One Where Rachel's Sister Baby-sits,Season-10
joey,0.7906,Surprise,Episode-06-The One With Ross' Grant,Season-10
joey,0.9594,Surprise,Episode-07-The One With The Home Study,Season-10
joey,0.9307,Sad,Episode-08-The One With The Late Thanksgiving,Season-10
joey,0.9785,Surprise,Episode-09-The One With The Birth Mother,Season-10
joey,-0.7845,Surprise,Episode-10-The One Where Chandler Gets Caught,Season-10
joey,0.7402,Surprise,Episode-11-The One Where The Stripper Cries,Season-10
joey,0.9574,Fear,Episode-12-The One With Phoebe's Wedding,Season-10
joey,0.8442,Surprise,Episode-13-The One Where Joey Speaks French,Season-10
joey,0.9422,Surprise,Episode-14-The One With Princess Consuela,Season-10
